#================================================================================================
#x               y               Psi             Res_Psi         Xi              Res_Xi
#================================================================================================
0.484375        0.296875        0.0298147       -2.73254e-05    5.01646         0.00609634      
0.484375        0.3125          0.037978        -2.07076e-05    5.13813         0.00641381      
0.484375        0.328125        0.04737         -1.27986e-05    5.1831          0.00662768      
0.484375        0.34375         0.0579826       -3.64448e-06    5.16062         0.00674271      
0.484375        0.359375        0.0697882       6.67328e-06     5.08096         0.00676709      
0.484375        0.375           0.0827452       1.80421e-05     4.95429         0.00671127      
0.484375        0.390625        0.0968013       3.03237e-05     4.79009         0.00658687      
0.484375        0.40625         0.111898        4.33594e-05     4.59692         0.00640593      
0.484375        0.421875        0.127972        5.69752e-05     4.38233         0.00618023      
0.484375        0.4375          0.144958        7.09871e-05     4.1529          0.00592076      
0.484375        0.453125        0.162791        8.52059e-05     3.91427         0.00563745      
0.484375        0.46875         0.181406        9.94407e-05     3.67121         0.00533901      
0.484375        0.484375        0.20074         0.000113503     3.42773         0.00503281      
0.484375        0.5             0.220733        0.000127211     3.18709         0.00472495      
0.484375        0.515625        0.241328        0.00014039      2.95192         0.00442032      
0.484375        0.53125         0.26247         0.000152877     2.72432         0.00412272      
0.484375        0.546875        0.284108        0.000164519     2.50585         0.003835        
0.484375        0.5625          0.306195        0.000175179     2.29767         0.00355916      
0.484375        0.578125        0.328687        0.000184735     2.10058         0.00329654      
0.484375        0.59375         0.351543        0.000193078     1.91503         0.00304787      
0.484375        0.609375        0.374727        0.000200117     1.74127         0.00281347      
0.484375        0.625           0.398205        0.000205778     1.57928         0.00259327      
0.484375        0.640625        0.421944        0.000209999     1.4289          0.00238695      
0.484375        0.65625         0.445918        0.000212738     1.28984         0.00219399      
0.484375        0.671875        0.470101        0.000213968     1.16167         0.00201372      
0.484375        0.6875          0.49447         0.000213676     1.04391         0.0018454       
0.484375        0.703125        0.519003        0.000211864     0.936019        0.00168822      
0.484375        0.71875         0.543683        0.000208548     0.837403        0.00154136      
0.484375        0.734375        0.568493        0.00020376      0.747459        0.00140402      
0.484375        0.75            0.593416        0.000197541     0.665572        0.00127537      
0.484375        0.765625        0.618441        0.000189947     0.591123        0.00115467      
0.484375        0.78125         0.643554        0.000181044     0.523507        0.00104116      
0.484375        0.796875        0.668746        0.000170907     0.462128        0.000934143     
0.484375        0.8125          0.694005        0.000159624     0.406412        0.00083297      
0.484375        0.828125        0.719325        0.000147288     0.355804        0.000737017     
0.484375        0.84375         0.744696        0.000134001     0.309774        0.000645702     
0.484375        0.859375        0.770112        0.000119873     0.267812        0.000558473     
0.484375        0.875           0.795567        0.000105017     0.229436        0.000474812     
0.484375        0.890625        0.821054        8.95525e-05     0.194184        0.000394226     
0.484375        0.90625         0.84657         7.36032e-05     0.161614        0.000316243     
0.484375        0.921875        0.872108        5.72943e-05     0.131306        0.00024041      
0.484375        0.9375          0.897665        4.07534e-05     0.102856        0.000166291     
0.484375        0.953125        0.923236        2.4109e-05      0.0758735       9.34582e-05     
0.484375        0.96875         0.948818        7.48919e-06     0.0499814       2.14933e-05     
0.484375        0.984375        0.974407        -8.97888e-06    0.024811        -5.00175e-05    
0.484375        1               1               0.637929        0               0               

0.5             0               0               0               0               0               
0.5             0.015625        -0.000245459    -1.08732e-05    0.122106        0.000121014     
0.5             0.03125         -0.000476685    -1.57316e-05    0.24754         0.000240691     
0.5             0.046875        -0.000678703    -2.04314e-05    0.379698        0.000368729     
0.5             0.0625          -0.000835011    -2.49322e-05    0.522114        0.000509057     
0.5             0.078125        -0.000926671    -2.91942e-05    0.678497        0.000666223     
0.5             0.09375         -0.000931243    -3.31777e-05    0.852739        0.000845517     
0.5             0.109375        -0.000821489    -3.68427e-05    1.04884         0.00105303      
0.5             0.125           -0.000563812    -4.01471e-05    1.27075         0.00129559      
0.5             0.140625        -0.000116405    -4.30456e-05    1.52201         0.00158045      
0.5             0.15625         0.000572819     -4.54869e-05    1.80519         0.00191461      
0.5             0.171875        0.00156834      -4.74119e-05    2.12101         0.00230356      
0.5             0.1875          0.0029488       -4.87502e-05    2.46726         0.00274937      
0.5             0.203125        0.00480776      -4.94185e-05    2.83751         0.00324826      
0.5             0.21875         0.00725249      -4.93202e-05    3.22029         0.00378826      
0.5             0.234375        0.0104          -4.83475e-05    3.59917         0.00434832      
0.5             0.25            0.0143695       -4.63889e-05    3.95467         0.00490036      
0.5             0.265625        0.0192732       -4.33389e-05    4.26785         0.00541483      
0.5             0.28125         0.0252063       -3.91105e-05    4.52413         0.00586697      
0.5             0.296875        0.0322409       -3.36444e-05    4.71526         0.00623985      
0.5             0.3125          0.0404234       -2.69151e-05    4.83904         0.00652427      
0.5             0.328125        0.0497755       -1.89327e-05    4.89797         0.00671751      
0.5             0.34375         0.0602969       -9.74226e-06    4.8975          0.00682176      
0.5             0.359375        0.0719695       5.78416e-07     4.8447          0.00684282      
0.5             0.375           0.0847609       1.19226e-05     4.74726         0.00678898      
0.5             0.390625        0.0986279       2.4159e-05      4.61283         0.00667004      
0.5             0.40625         0.11352         3.71362e-05     4.4487          0.00649647      
0.5             0.421875        0.12938         5.06873e-05     4.26158         0.00627883      
0.5             0.4375          0.14615         6.46351e-05     4.0575          0.00602721      
0.5             0.453125        0.163769        7.87959e-05     3.84181         0.0057509       
0.5             0.46875         0.182176        9.29842e-05     3.61913         0.00545819      
0.5             0.484375        0.201312        0.000107016     3.39346         0.00515626      
0.5             0.5             0.221119        0.00012071      3.16813         0.00485113      
0.5             0.515625        0.24154         0.000133897     2.94592         0.00454775      
0.5             0.53125         0.262523        0.000146412     2.72908         0.00425002      
0.5             0.546875        0.284017        0.000158106     2.51938         0.00396094      
0.5             0.5625          0.305975        0.00016884      2.31818         0.00368267      
0.5             0.578125        0.328354        0.000178492     2.12647         0.00341674      
0.5             0.59375         0.351112        0.000186952     1.94493         0.00316405      
0.5             0.609375        0.374212        0.000194128     1.77396         0.00292508      
0.5             0.625           0.397619        0.000199944     1.61376         0.00269989      
0.5             0.640625        0.421302        0.000204338     1.46432         0.0024883       
0.5             0.65625         0.445232        0.000207266     1.32547         0.00228987      
0.5             0.671875        0.469382        0.000208698     1.19695         0.00210405      
0.5             0.6875          0.493729        0.000208621     1.07837         0.00193013      
0.5             0.703125        0.51825         0.000207035     0.969291        0.00176739      
0.5             0.71875         0.542926        0.000203956     0.869213        0.00161504      
0.5             0.734375        0.567741        0.000199412     0.777602        0.00147228      
0.5             0.75            0.592677        0.000193446     0.693903        0.00133835      
0.5             0.765625        0.61772         0.000186111     0.617551        0.00121248      
0.5             0.78125         0.642859        0.000177472     0.547978        0.00109394      
0.5             0.796875        0.668081        0.000167606     0.484623        0.000982022     
0.5             0.8125          0.693376        0.000156596     0.426935        0.000876078     
0.5             0.828125        0.718734        0.000144537     0.374379        0.000775478     
0.5             0.84375         0.744149        0.000131531     0.326438        0.00067963      
0.5             0.859375        0.769611        0.000117686     0.282612        0.000587977     
0.5             0.875           0.795115        0.000103116     0.242422        0.000499988     
0.5             0.890625        0.820654        8.79405e-05     0.205407        0.000415161     
0.5             0.90625         0.846223        7.22814e-05     0.171125        0.000333012     
0.5             0.921875        0.871817        5.62646e-05     0.139153        0.000253079     
0.5             0.9375          0.89743         4.00176e-05     0.109079        0.000174912     
0.5             0.953125        0.923059        2.36687e-05     0.0805091       9.80746e-05     
0.5             0.96875         0.9487          7.34588e-06     0.0530563       2.21374e-05     
0.5             0.984375        0.974348        -8.82381e-06    0.0263438       -5.33239e-05    
0.5             1               1               0.641723        0               0               

0.515625        0               0               0               0               0               
0.515625        0.015625        -0.000237177    -1.27601e-05    0.136702        0.000292653     
0.515625        0.03125         -0.000456736    -1.83617e-05    0.276388        0.000473172     
0.515625        0.046875        -0.000640272    -2.37736e-05    0.422071        0.000659815     
0.515625        0.0625          -0.000767762    -2.89473e-05    0.576823        0.000855884     
0.515625        0.078125        -0.000816649    -3.3835e-05     0.743771        0.00106518      
0.515625        0.09375         -0.000760801    -3.83892e-05    0.926054        0.00129203      
0.515625        0.109375        -0.000569316    -4.25623e-05    1.12673         0.00154131      
0.515625        0.125           -0.000205157    -4.63052e-05    1.34857         0.00181825      
0.515625        0.140625        0.000376342     -4.95661e-05    1.59377         0.00212806      
0.515625        0.15625         0.00122901      -5.22886e-05    1.86344         0.00247533      
0.515625        0.171875        0.00241721      -5.44101e-05    2.15707         0.00286295      
0.515625        0.1875          0.00401672      -5.58601e-05    2.47175         0.00329077      
0.515625        0.203125        0.00611463      -5.65591e-05    2.80152         0.00375405      
0.515625        0.21875         0.00880768      -5.64195e-05    3.13712         0.0042423       
0.515625        0.234375        0.0121987       -5.53483e-05    3.46625         0.0047391       
0.515625        0.25            0.0163908       -5.32526e-05    3.77493         0.00522369      
0.515625        0.265625        0.0214807       -5.00474e-05    4.04956         0.00567421      
0.515625        0.28125         0.0275521       -4.56643e-05    4.27907         0.0060713       
0.515625        0.296875        0.0346704       -4.00587e-05    4.45627         0.00640044      
0.515625        0.3125          0.0428807       -3.32145e-05    4.57803         0.00665263      
0.515625        0.328125        0.0522073       -2.5147e-05     4.64478         0.00682407      
0.515625        0.34375         0.0626557       -1.59022e-05    4.65953         0.00691532      
0.515625        0.359375        0.0742148       -5.55613e-06    4.62699         0.00693038      
0.515625        0.375           0.08686         5.78847e-06     4.55284         0.00687576      
0.515625        0.390625        0.100556        1.80055e-05     4.44313         0.00675965      
0.515625        0.40625         0.115259        3.09493e-05     4.30391         0.00659115      
0.515625        0.421875        0.130919        4.44594e-05     4.14099         0.00637964      
0.515625        0.4375          0.147484        5.83644e-05     3.95978         0.00613432      
0.515625        0.453125        0.164897        7.24859e-05     3.76521         0.00586385      
0.515625        0.46875         0.183102        8.66429e-05     3.56167         0.00557607      
0.515625        0.484375        0.202043        0.000100655     3.35304         0.00527789      
0.515625        0.5             0.221663        0.000114346     3.14262         0.00497524      
0.515625        0.515625        0.24191         0.000127547     2.93326         0.00467302      
0.515625        0.53125         0.262731        0.000140095     2.7273          0.0043752       
0.515625        0.546875        0.284077        0.000151841     2.52664         0.00408489      
0.515625        0.5625          0.305901        0.000162649     2.33279         0.00380441      
0.515625        0.578125        0.32816         0.000172394     2.14693         0.0035354       
0.515625        0.59375         0.350813        0.000180967     1.96989         0.00327895      
0.515625        0.609375        0.373823        0.000188276     1.80224         0.00303565      
0.515625        0.625           0.397153        0.000194241     1.64434         0.00280571      
0.515625        0.640625        0.420771        0.000198802     1.49631         0.00258906      
0.515625        0.65625         0.444649        0.000201911     1.35815         0.00238537      
0.515625        0.671875        0.468759        0.000203539     1.2297          0.00219415      
0.515625        0.6875          0.493076        0.00020367      1.11069         0.0020148       
0.515625        0.703125        0.517577        0.000202303     1.00078         0.00184661      
0.515625        0.71875         0.542244        0.000199453     0.899556        0.00168886      
0.515625        0.734375        0.567057        0.000195148     0.806554        0.00154078      
0.515625        0.75            0.591999        0.000189427     0.721284        0.00140161      
0.515625        0.765625        0.617056        0.000182344     0.643232        0.00127061      
0.515625        0.78125         0.642214        0.000173964     0.571876        0.00114706      
0.515625        0.796875        0.667461        0.000164361     0.506689        0.00103025      
0.515625        0.8125          0.692786        0.000153619     0.447148        0.000919533     
0.515625        0.828125        0.71818         0.000141832     0.392741        0.000814273     
0.515625        0.84375         0.743633        0.000129101     0.342965        0.000713874     
0.515625        0.859375        0.769138        0.000115535     0.297332        0.000617768     
0.515625        0.875           0.794687        0.000101246     0.255371        0.000525418     
0.515625        0.890625        0.820275        8.63532e-05     0.216624        0.00043631      
0.515625        0.90625         0.845894        7.09797e-05     0.18065         0.000349953     
0.515625        0.921875        0.87154         5.52505e-05     0.147024        0.000265874     
0.515625        0.9375          0.897207        3.9293e-05      0.115331        0.000183612     
0.515625        0.953125        0.922891        2.32352e-05     0.0851706       0.000102723     
0.515625        0.96875         0.948587        7.20516e-06     0.0561507       2.2765e-05      
0.515625        0.984375        0.974292        -8.67035e-06    0.027887        -5.66941e-05    
0.515625        1               1               0.645344        0               0               

0.53125         0               0               0               0               0               
0.53125         0.015625        -0.00021314     -1.46443e-05    0.148264        0.000450216     
0.53125         0.03125         -0.000405337    -2.09782e-05    0.299135        0.000686252     
0.53125         0.046875        -0.000554848    -2.70911e-05    0.455223        0.000926151     
0.53125         0.0625          -0.000638296    -3.29262e-05    0.619137        0.00117256      
0.53125         0.078125        -0.000629785    -3.84279e-05    0.793451        0.00142852      
0.53125         0.09375         -0.00049992     -4.35412e-05    0.980645        0.00169745      
0.53125         0.109375        -0.000214747    -4.82114e-05    1.18299         0.00198309      
0.53125         0.125           0.000265389     -5.2383e-05     1.40238         0.00228929      
0.53125         0.140625        0.000987012     -5.59988e-05    1.64004         0.00261966      
0.53125         0.15625         0.0020046       -5.89984e-05    1.8962          0.00297699      
0.53125         0.171875        0.00338138      -6.13173e-05    2.16968         0.00336247      
0.53125         0.1875          0.00518968      -6.28858e-05    2.45743         0.00377473      
0.53125         0.203125        0.00751031      -6.36292e-05    2.75423         0.00420886      
0.53125         0.21875         0.0104308       -6.34683e-05    3.05258         0.00465587      
0.53125         0.234375        0.0140425       -6.23227e-05    3.34312         0.00510274      
0.53125         0.25            0.0184358       -6.01151e-05    3.61545         0.00553362      
0.53125         0.265625        0.0236955       -5.67773e-05    3.85942         0.00593181      
0.53125         0.28125         0.0298957       -5.22564e-05    4.06647         0.00628206      
0.53125         0.296875        0.0370959       -4.65205e-05    4.2305          0.00657226      
0.53125         0.3125          0.0453392       -3.95631e-05    4.34821         0.00679426      
0.53125         0.328125        0.0546513       -3.14048e-05    4.41892         0.00694401      
0.53125         0.34375         0.0650413       -2.20941e-05    4.4441          0.00702114      
0.53125         0.359375        0.0765037       -1.17067e-05    4.42682         0.00702839      
0.53125         0.375           0.0890201       -3.42874e-07    4.37118         0.0069709       
0.53125         0.390625        0.102562        1.18751e-05     4.28189         0.0068555       
0.53125         0.40625         0.117091        2.48063e-05     4.16389         0.00669008      
0.53125         0.421875        0.132565        3.82953e-05     4.02213         0.00648298      
0.53125         0.4375          0.148936        5.21757e-05     3.86137         0.00624255      
0.53125         0.453125        0.166153        6.62741e-05     3.68608         0.00597682      
0.53125         0.46875         0.184162        8.0414e-05      3.50033         0.00569316      
0.53125         0.484375        0.202912        9.44186e-05     3.30781         0.00539819      
0.53125         0.5             0.222349        0.000108115     3.11174         0.00509767      
0.53125         0.515625        0.242421        0.000121335     2.91494         0.00479646      
0.53125         0.53125         0.26308         0.00013392      2.7198          0.00449854      
0.53125         0.546875        0.284275        0.000145721     2.52829         0.00420709      
0.53125         0.5625          0.305962        0.000156602     2.34205         0.00392454      
0.53125         0.578125        0.328097        0.000166439     2.16237         0.00365265      
0.53125         0.59375         0.35064         0.000175122     1.99021         0.00339263      
0.53125         0.609375        0.373552        0.000182559     1.82631         0.00314522      
0.53125         0.625           0.396799        0.000188669     1.67113         0.00291075      
0.53125         0.640625        0.420346        0.00019339      1.52496         0.00268923      
0.53125         0.65625         0.444166        0.000196675     1.3879          0.00248046      
0.53125         0.671875        0.468228        0.000198491     1.25992         0.00228401      
0.53125         0.6875          0.492509        0.000198823     1.14085         0.00209935      
0.53125         0.703125        0.516985        0.000197669     1.03044         0.00192583      
0.53125         0.71875         0.541635        0.000195041     0.928364        0.00176277      
0.53125         0.734375        0.56644         0.000190967     0.834239        0.00160943      
0.53125         0.75            0.591383        0.000185485     0.747633        0.00146508      
0.53125         0.765625        0.616447        0.000178648     0.668087        0.001329        
0.53125         0.78125         0.641619        0.00017052      0.595123        0.00120046      
0.53125         0.796875        0.666887        0.000161174     0.528252        0.00107878      
0.53125         0.8125          0.692238        0.000150694     0.466983        0.000963287     
0.53125         0.828125        0.717662        0.000139173     0.410825        0.000853359     
0.53125         0.84375         0.74315         0.000126713     0.359296        0.000748391     
0.53125         0.859375        0.768693        0.000113419     0.311922        0.00064781      
0.53125         0.875           0.794284        9.94057e-05     0.268239        0.000551069     
0.53125         0.890625        0.819916        8.47916e-05     0.227797        0.000457648     
0.53125         0.90625         0.845582        6.96989e-05     0.190156        0.000367046     
0.53125         0.921875        0.871277        5.42527e-05     0.154892        0.00027878      
0.53125         0.9375          0.896995        3.85801e-05     0.121589        0.000192382     
0.53125         0.953125        0.922731        2.28089e-05     0.0898416       0.000107397     
0.53125         0.96875         0.94848         7.06714e-06     0.0592538       2.33768e-05     
0.53125         0.984375        0.974238        -8.51868e-06    0.0294352       -6.01216e-05    
0.53125         1               1               0.648787        0               0               

0.546875        0               0               0               0               0               
0.546875        0.015625        -0.000173852    -1.65061e-05    0.15715         0.000594546     
0.546875        0.03125         -0.000323599    -2.35559e-05    0.316528        0.000881182     
0.546875        0.046875        -0.000424354    -3.03535e-05    0.480345        0.00116945      
0.546875        0.0625          -0.000449642    -3.68342e-05    0.650768        0.00146136      
0.546875        0.078125        -0.000370571    -4.29348e-05    0.829877        0.0017592       
0.546875        0.09375         -0.000154942    -4.85931e-05    1.01959         0.00206555      
0.546875        0.109375        0.000233663     -5.37479e-05    1.22155         0.00238313      
0.546875        0.125           0.000836813     -5.8338e-05     1.43699         0.00271465      
0.546875        0.140625        0.00170211      -6.23016e-05    1.66649         0.00306244      
0.546875        0.15625         0.0028839       -6.55753e-05    1.90972         0.00342802      
0.546875        0.171875        0.00444374      -6.80937e-05    2.16523         0.00381145      
0.546875        0.1875          0.00645027      -6.97887e-05    2.43008         0.00421072      
0.546875        0.203125        0.00897849      -7.05901e-05    2.69977         0.00462113      
0.546875        0.21875         0.0121081       -7.04267e-05    2.96825         0.005035        
0.546875        0.234375        0.0159208       -6.92291e-05    3.22821         0.00544187      
0.546875        0.25            0.020497        -6.69329e-05    3.47169         0.00582934      
0.546875        0.265625        0.0259119       -6.34838e-05    3.69092         0.00618439      
0.546875        0.28125         0.0322319       -5.88422e-05    3.87914         0.0064949       
0.546875        0.296875        0.0395112       -5.29876e-05    4.03123         0.00675089      
0.546875        0.3125          0.0477906       -4.5922e-05     4.14402         0.0069453       
0.546875        0.328125        0.0570961       -3.76719e-05    4.2163          0.00707426      
0.546875        0.34375         0.0674395       -2.82891e-05    4.2486          0.00713698      
0.546875        0.359375        0.0788193       -1.78498e-05    4.24282         0.00713535      
0.546875        0.375           0.0912221       -6.45305e-06    4.2019          0.00707349      
0.546875        0.390625        0.104625        5.7814e-06      4.12945         0.00695716      
0.546875        0.40625         0.118996        1.87164e-05     4.02947         0.00679319      
0.546875        0.421875        0.134297        3.22005e-05     3.90613         0.00658901      
0.546875        0.4375          0.150485        4.60718e-05     3.76355         0.00635221      
0.546875        0.453125        0.167515        6.01612e-05     3.60571         0.00609018      
0.546875        0.46875         0.185337        7.42959e-05     3.43637         0.00580986      
0.546875        0.484375        0.203901        8.8303e-05      3.25895         0.00551755      
0.546875        0.5             0.223159        0.000102012     3.07654         0.00521881      
0.546875        0.515625        0.243059        0.000115258     2.89189         0.00491841      
0.546875        0.53125         0.263555        0.000127884     2.70737         0.00462032      
0.546875        0.546875        0.284599        0.000139742     2.525           0.00432776      
0.546875        0.5625          0.306147        0.000150696     2.34649         0.00404323      
0.546875        0.578125        0.328155        0.000160623     2.1732          0.00376861      
0.546875        0.59375         0.350583        0.000169414     2.00623         0.0035052       
0.546875        0.609375        0.373394        0.000176975     1.8464          0.00325386      
0.546875        0.625           0.396551        0.000183225     1.69432         0.00301502      
0.546875        0.640625        0.420023        0.000188101     1.55037         0.00278882      
0.546875        0.65625         0.443777        0.000191555     1.41478         0.00257512      
0.546875        0.671875        0.467787        0.000193555     1.28762         0.00237358      
0.546875        0.6875          0.492026        0.000194081     1.16882         0.00218374      
0.546875        0.703125        0.51647         0.000193132     1.05823         0.002005        
0.546875        0.71875         0.541098        0.00019072      0.955592        0.00183672      
0.546875        0.734375        0.565889        0.00018687      0.8606          0.0016782       
0.546875        0.75            0.590827        0.000181621     0.772887        0.00152873      
0.546875        0.765625        0.615894        0.000175024     0.692048        0.00138759      
0.546875        0.78125         0.641075        0.000167141     0.61765         0.0012541       
0.546875        0.796875        0.666358        0.000158047     0.549246        0.00112755      
0.546875        0.8125          0.69173         0.000147823     0.486374        0.00100729      
0.546875        0.828125        0.71718         0.000136563     0.428573        0.000892693     
0.546875        0.84375         0.742699        0.000124366     0.375378        0.000783144     
0.546875        0.859375        0.768277        0.00011134      0.326331        0.000678068     
0.546875        0.875           0.793906        9.75975e-05     0.280982        0.000576913     
0.546875        0.890625        0.819579        8.32568e-05     0.238886        0.000479149     
0.546875        0.90625         0.845288        6.84399e-05     0.19961         0.000384269     
0.546875        0.921875        0.871029        5.32718e-05     0.162731        0.000291782     
0.546875        0.9375          0.896794        3.78793e-05     0.127832        0.000201212     
0.546875        0.953125        0.922579        2.23901e-05     0.0945064       0.000112094     
0.546875        0.96875         0.948378        6.93188e-06     0.0623551       2.39736e-05     
0.546875        0.984375        0.974187        -8.3689e-06     0.0309832       -6.36003e-05    
0.546875        1               1               0.652049        0               0               

0.5625          0               0               0               0               0               
0.5625          0.015625        -0.000120305    -1.83298e-05    0.163721        0.000726551     
0.5625          0.03125         -0.000213583    -2.60747e-05    0.329308        0.00105927      
0.5625          0.046875        -0.000252061    -3.35371e-05    0.498594        0.00139148      
0.5625          0.0625          -0.000206478    -4.06444e-05    0.673345        0.00172455      
0.5625          0.078125        -4.53175e-05    -4.73262e-05    0.855207        0.00206008      
0.5625          0.09375         0.000265971     -5.35136e-05    1.04563         0.00239987      
0.5625          0.109375        0.000765745     -5.91395e-05    1.24578         0.00274578      
0.5625          0.125           0.00149691      -6.41375e-05    1.45638         0.00309955      
0.5625          0.140625        0.00250754      -6.84419e-05    1.67758         0.00346253      
0.5625          0.15625         0.00385139      -7.19873e-05    1.90877         0.0038353       
0.5625          0.171875        0.005588        -7.47077e-05    2.14837         0.00421721      
0.5625          0.1875          0.00778242      -7.6537e-05     2.3937          0.00460594      
0.5625          0.203125        0.0105044       -7.74095e-05    2.64091         0.00499712      
0.5625          0.21875         0.0138269       -7.72612e-05    2.88506         0.00538423      
0.5625          0.234375        0.0178237       -7.6032e-05     3.12034         0.00575875      
0.5625          0.25            0.0225671       -7.36686e-05    3.34054         0.0061108       
0.5625          0.265625        0.0281245       -7.01284e-05    3.53955         0.00643008      
0.5625          0.28125         0.0345557       -6.53832e-05    3.71194         0.00670688      
0.5625          0.296875        0.0419107       -5.94225e-05    3.85341         0.00693306      
0.5625          0.3125          0.0502277       -5.22563e-05    3.96106         0.00710265      
0.5625          0.328125        0.0595325       -4.39171e-05    4.03347         0.00721219      
0.5625          0.34375         0.0698386       -3.44599e-05    4.07057         0.00726076      
0.5625          0.359375        0.0811476       -2.39625e-05    4.07349         0.00724976      
0.5625          0.375           0.0934502       -1.25236e-05    4.04431         0.00718255      
0.5625          0.390625        0.106728        -2.61266e-07    3.98578         0.00706404      
0.5625          0.40625         0.120954        1.269e-05       3.90109         0.00690023      
0.5625          0.421875        0.136095        2.61822e-05     3.79373         0.00669773      
0.5625          0.4375          0.152112        4.0057e-05      3.66724         0.00646345      
0.5625          0.453125        0.168965        5.4149e-05      3.52515         0.0062042       
0.5625          0.46875         0.186607        6.82891e-05     3.37082         0.00592648      
0.5625          0.484375        0.204993        8.23075e-05     3.20745         0.00563628      
0.5625          0.5             0.224076        9.60366e-05     3.03794         0.00533895      
0.5625          0.515625        0.243808        0.000109314     2.86493         0.00503914      
0.5625          0.53125         0.264143        0.000121984     2.69074         0.00474078      
0.5625          0.546875        0.285036        0.0001339       2.51739         0.0044471       
0.5625          0.5625          0.306443        0.000144928     2.34662         0.00416065      
0.5625          0.578125        0.328322        0.000154945     2.17985         0.00388339      
0.5625          0.59375         0.350634        0.000163841     2.01827         0.00361673      
0.5625          0.609375        0.373339        0.000171522     1.86277         0.00336161      
0.5625          0.625           0.396404        0.000177909     1.71408         0.00311858      
0.5625          0.640625        0.419794        0.000182935     1.57267         0.00288784      
0.5625          0.65625         0.44348         0.000186553     1.43887         0.00266935      
0.5625          0.671875        0.467431        0.000188729     1.31284         0.00246286      
0.5625          0.6875          0.491623        0.000189444     1.19463         0.00226795      
0.5625          0.703125        0.51603         0.000188695     1.08414         0.00208409      
0.5625          0.71875         0.54063         0.000186492     0.981208        0.00191067      
0.5625          0.734375        0.565403        0.00018286      0.885595        0.00174703      
0.5625          0.75            0.59033         0.000177837     0.796996        0.00159249      
0.5625          0.765625        0.615395        0.000171473     0.715059        0.00144635      
0.5625          0.78125         0.640581        0.00016383      0.639401        0.00130792      
0.5625          0.796875        0.665874        0.00015498      0.569612        0.00117653      
0.5625          0.8125          0.691263        0.000145007     0.505267        0.00105151      
0.5625          0.828125        0.716735        0.000134001     0.44593         0.000932237     
0.5625          0.84375         0.74228         0.000122063     0.391159        0.000818098     
0.5625          0.859375        0.767889        0.000109299     0.340515        0.000708512     
0.5625          0.875           0.793552        9.58222e-05     0.293558        0.000602921     
0.5625          0.890625        0.819263        8.17497e-05     0.249856        0.000500791     
0.5625          0.90625         0.845013        6.72036e-05     0.208982        0.000401605     
0.5625          0.921875        0.870796        5.23085e-05     0.170514        0.000304866     
0.5625          0.9375          0.896605        3.71912e-05     0.134039        0.000210092     
0.5625          0.953125        0.922436        2.1979e-05      0.0991495       0.00011681      
0.5625          0.96875         0.948282        6.7995e-06      0.0654443       2.45565e-05     
0.5625          0.984375        0.974139        -8.22115e-06    0.0325259       -6.71241e-05    
0.5625          1               1               0.655127        0               0               

0.578125        0               0               0               0               0               
0.578125        0.015625        -5.38206e-05    -2.01033e-05    0.168323        0.000847159     
0.578125        0.03125         -7.79747e-05    -2.85194e-05    0.338176        0.00122184      
0.578125        0.046875        -4.21107e-05    -3.66237e-05    0.511049        0.00159397      
0.578125        0.0625          8.54883e-05     -4.43363e-05    0.688353        0.00196433      
0.578125        0.078125        0.000338587     -5.15798e-05    0.871363        0.00233388      
0.578125        0.09375         0.000753668     -5.82791e-05    1.06115         0.00270371      
0.578125        0.109375        0.00137057      -6.43616e-05    1.25849         0.00307495      
0.578125        0.125           0.00223307      -6.97565e-05    1.46377         0.00344854      
0.578125        0.140625        0.00338932      -7.43949e-05    1.67685         0.00382508      
0.578125        0.15625         0.00489212      -7.82094e-05    1.89695         0.00420445      
0.578125        0.171875        0.00679892      -8.11341e-05    2.1225          0.00458555      
0.578125        0.1875          0.00917139      -8.31051e-05    2.35111         0.00496595      
0.578125        0.203125        0.0120746       -8.40609e-05    2.57948         0.00534167      
0.578125        0.21875         0.0155757       -8.39436e-05    2.80355         0.00570712      
0.578125        0.234375        0.0197419       -8.27013e-05    3.01864         0.0060553       
0.578125        0.25            0.0246388       -8.02903e-05    3.21976         0.00637827      
0.578125        0.265625        0.0303274       -7.6678e-05     3.40204         0.00666777      
0.578125        0.28125         0.0368621       -7.1846e-05     3.56106         0.006916        
0.578125        0.296875        0.0442889       -6.57925e-05    3.69318         0.00711634      
0.578125        0.3125          0.0526438       -5.85351e-05    3.79583         0.00726384      
0.578125        0.328125        0.0619523       -5.01117e-05    3.8675          0.00735555      
0.578125        0.34375         0.0722287       -4.05811e-05    3.90782         0.00739063      
0.578125        0.359375        0.0834768       -3.00229e-05    3.91738         0.00737018      
0.578125        0.375           0.0956907       -1.85363e-05    3.89761         0.00729705      
0.578125        0.390625        0.108856        -6.23829e-06    3.85059         0.00717551      
0.578125        0.40625         0.122949        6.7385e-06      3.7789          0.00701084      
0.578125        0.421875        0.137942        2.02487e-05     3.6854          0.00680902      
0.578125        0.4375          0.1538          3.4137e-05      3.57312         0.00657631      
0.578125        0.453125        0.170486        4.82412e-05     3.44516         0.00631903      
0.578125        0.46875         0.187957        6.23953e-05     3.30454         0.00604325      
0.578125        0.484375        0.206172        7.64325e-05     3.15417         0.00575465      
0.578125        0.5             0.225086        9.01877e-05     2.99676         0.00545835      
0.578125        0.515625        0.244653        0.000103501     2.83481         0.00515889      
